ID,Name,Age,100s,50s,6s,Balls,Balls Faced,Bat_Average,Bowl_Strike_rate,Economy_Rate,Innings,Maidens,Overs,Runs,Wickets,Ratings
1696,Lazaro O Tikolo,54,12,0,1,88,75,10.52,48.97994788,6.88,158,1067,207,460,154,72
1697,Jason Kila,29,118,0,0,117,39,17,48.97994788,3.8,430,257,65,11,183,152
1698,Richard W Sims,39,91,0,0,120,67,31,48.97994788,5.77,812,2204,108,193,380,121
1699,John C B Vaughan,73,77,0,0,90,55,10,48.97994788,3.27,258,252,37,251,65,81
1700,William M Lawry,82,145,0,0,147,49,27,48.97994788,5.264759801,718,1128,286,130,386,124
1701,Tyson G Gordon,37,82,0,0,69,59,5.4,48.97994788,10,321,2006,184,17,394,55
1702,Brendon J Diamanti,37,136,0,0,92,22,10.52,48.97994788,12.5,449,1693,82,80,350,182
1703,Hiri Hiri,23,59,0,0,50,66,13,48.97994788,10,590,602,155,280,409,64
1704,Fabian Anthony Allen,23,19,0,1,250,52,6.25,48.97994788,5.7,610,1411,150,195,363,61
1705,John P R Lamsam,38,119,0,0,228,47,12,48.97994788,7.83,415,514,172,156,97,80
1706,Naeem Ashraf,46,102,0,0,37,43,24,48.97994788,7.43,44,64,162,366,77,118
1707,Sudath P Pasqual,57,23,0,0,34,28,24,48.97994788,4.29,544,2216,163,145,259,166
1708,Shaheed Keshvani,34,60,0,0,167,40,10.5,48.97994788,6,463,394,47,129,400,78
1709,Arthur D J Pitcher,37,29,0,1,116,29,6.67,48.97994788,6.08,56,1651,42,222,192,95
1710,Sew Shivnarine,66,7,0,0,83,43,10.52,48.97994788,5.33,188,521,142,172,4,69
1711,Abdus S Faridi,35,1,0,0,119,31,9.5,48.97994788,6.3,27,20,182,100,84,90
1712,Mohammed A Meman,66,17,0,0,42,22,19,48.97994788,4.98,277,1108,387,214,359,154
1713,Scott G Borthwick,28,131,0,1,66,16,9,48.97994788,8,424,741,44,121,154,170
1714,Jamaluddin Ahmed,42,94,0,0,145,28,10.52,48.97994788,7,326,966,16,231,224,98
1715,Munir Dar,44,108,0,0,120,16,9,48.97994788,4.94,96,7,92,44,141,170
1716,Raqibul Hasan,66,140,0,0,22,65,8.5,48.97994788,24,332,1697,12,44,308,31
1717,Shafiek Abrahams,50,6,0,0,228,26,10.52,48.97994788,4,149,6,2,205,121,93
1718,Nicholas Ifill,50,70,0,0,49,45,5.33,48.97994788,7.33,131,636,110,67,104,38
1719,Francis N Otieno,39,118,0,0,90,68,4,48.97994788,2,198,96,225,106,44,16
1720,Delano W Hollis,49,76,0,1,119,26,10.52,48.97994788,6.14,507,4,14,179,18,87
1721,Irfan Fazil,38,28,0,0,235,16,15,48.97994788,7.67,433,823,58,204,104,155
1722,Mansoor Rana,56,50,0,0,134,24,7.5,48.97994788,7,631,844,188,209,428,87
1723,Glen Chapple,45,101,0,1,62,7,14,48.97994788,3.5,167,1797,282,72,154,322
1724,Rayad R Emrit,37,69,0,0,305,35,13,48.97994788,7.07,175,504,218,44,9,60
1725,Gurkeerat Singh,28,35,0,0,105,13,6.5,48.97994788,6.8,157,193,122,45,157,143
1726,Roydon L Hayes,47,25,0,0,158,25,13,48.97994788,4.43,534,1596,30,221,120,84
1727,Terrence J Jenner,24,101,0,0,43,25,12,48.97994788,2.63,191,802,120,201,198,76
1728,Paul J K  Mooney,42,110,0,0,36,9,12,48.97994788,6.9,231,357,113,196,103,210
1729,Rahul Sharma,58,13,0,0,160,24,5.5,48.97994788,5.264759801,620,2163,147,225,365,54
1730,Abul Hasan,26,138,0,0,41,16,3.67,48.97994788,6.78,195,1915,102,1,456,87
1731,Jermaine Blackwood,27,42,0,0,141,23,5.5,48.97994788,5.33,72,1409,168,134,83,58
1732,Sarel F Burger,35,91,0,0,116,20,5.5,48.97994788,6.09,127,822,138,202,256,69
1733,Neketh Gedara Roshan Prabath Jayasuriya,27,121,0,0,148,13,11,48.97994788,5.94,51,226,277,131,68,131
1734,Sanath M S Kaluperuma,57,38,0,0,8,41,5.5,48.97994788,3,171,155,328,164,61,25
1735,Jacob-Jan Esmeijer,46,37,0,0,356,43,2.5,48.97994788,5.47,352,870,18,25,6,11
1736,Shariful Haque,43,30,0,1,25,6,10,48.97994788,7,617,146,119,32,228,258
1737,Martin P Stead,60,57,0,0,157,45,5,48.97994788,4.97,88,33,234,32,266,16
1738,Warren A Wisneski,5,55,0,0,43,17,10,48.97994788,6.47,21,1366,76,70,24,87
1739,Carl E Bulfin,100,139,0,1,25,8,9,48.97994788,6.41,792,1074,38,246,192,170
1740,Granville N De Silva,2,25,0,0,337,18,9,48.97994788,5.23,366,211,5,89,147,71
1741,Shakti P Gauchan,34,86,0,0,185,44,10.52,48.97994788,3.75,63,1261,59,147,228,28
1742,Karim Janat,20,32,0,0,254,33,9,48.97994788,7.75,302,8,94,249,104,34
1743,Nosaina Pokana,22,118,0,0,63,37,2.25,48.97994788,6.74,1,1596,26,85,102,13
1744,Lalchand S Rajput,57,44,0,0,130,31,3,0,0,0,0,90,92,263,22
1745,Rashid Zia,44,75,0,0,25,57,4.5,48.97994788,7.02,386,738,392,229,125,5
1746,Asif Iqbal,35,133,0,0,32,8,8,48.97994788,8,418,396,62,145,143,147
